ICRISAT_ac,Table_name,Mission_co,Collectors,Alternate_,Local_name,Species_nu,Cultivar_n,Biological,Donor_coop,Donor_coun,Date_recei,Date_of_co,Source_cou,Province,Location,Latitude,Longitude,Elevation,Genus,Species,Sauthor,Subsp
4293,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Chicholi,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Betul,21.91,77.889999,0,Sorghum,bicolor,(L.) Moench,bicolor
19729,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 294,,Mohari,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/20/1978,IND,Madhya Pradesh,Linga; Chindwara,21.969999,78.910004,0,Sorghum,bicolor,(L.) Moench,bicolor
19730,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 295,,Motitura,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/20/1978,IND,Madhya Pradesh,Linga; Chindwara,21.969999,78.910004,0,Sorghum,bicolor,(L.) Moench,bicolor
19731,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 296,,Anghar,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/20/1978,IND,Madhya Pradesh,Linga; Chindwara,21.969999,78.910004,0,Sorghum,bicolor,(L.) Moench,bicolor
19753,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 318,,Motitura,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Linga; Chindwara,21.969999,78.910004,0,Sorghum,bicolor,(L.) Moench,bicolor
19754,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 319,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Linga; Chindwara,21.969999,78.910004,0,Sorghum,bicolor,(L.) Moench,bicolor
19755,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 320,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Linga; Chindwara,21.969999,78.910004,0,Sorghum,bicolor,(L.) Moench,bicolor
19756,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 321,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Linga; Chindwara,21.969999,78.910004,0,Sorghum,bicolor,(L.) Moench,bicolor
19757,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 322,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Linga; Chindwara,21.969999,78.910004,0,Sorghum,bicolor,(L.) Moench,bicolor
34129,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 117,,Vidisha,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34130,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 118,,Vidisha,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34131,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 119,,Vidisha,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34132,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 120,,Safed bandel,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34133,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 121,,Safed thallar,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34134,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 122,,Peela amla,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34135,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 123,,Safed bandel,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34136,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 124,,Safed bandel,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34137,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 125,,Safed bandel,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
34138,ICRISATSOSORGHUM,ICRISAT-MISN-179,PM 126,,Peela amla,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/15/1989,12/09/1989,IND,Madhya Pradesh,Talwara; East Nimar,21.98,75.029999,580,Sorghum,bicolor,(L.) Moench,bicolor
4294,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Savner,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chincholi,22.01,77.389999,0,Sorghum,bicolor,(L.) Moench,bicolor
5900,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Lal bedra seja,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Bilaspur,22.049999,82.089996,0,Sorghum,bicolor,(L.) Moench,bicolor
5901,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Jalsa,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Bilaspur,22.049999,82.089996,0,Sorghum,bicolor,(L.) Moench,bicolor
5902,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Khera,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Bilaspur,22.049999,82.089996,0,Sorghum,bicolor,(L.) Moench,bicolor
5903,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Khera,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Bilaspur,22.049999,82.089996,0,Sorghum,bicolor,(L.) Moench,bicolor
19745,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 310,,Dukarthondi,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/22/1978,IND,Madhya Pradesh,Jakhri wala; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19759,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 324,,Goose vani,3561,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Karabdol; Chhindwara,22.059999,78.940002,780,Sorghum,bicolor,(L.) Moench,bicolor
19737,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 302,,Narelli,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/20/1978,IND,Madhya Pradesh,Kasalvani; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19738,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 303,,Motitura,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/20/1978,IND,Madhya Pradesh,Kasalvani; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19739,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 304,,Motitura,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/21/1978,IND,Madhya Pradesh,Kasalvani; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19740,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 305,,Bada jowari,3569,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/22/1978,IND,Madhya Pradesh,Kasalvani; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19764,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 329,,Peeli gurdhi,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Kurd; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19765,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 330,,Varha mukhi,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Kurd; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19766,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 331,,Jhaller,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Kurd; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19746,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 311,,Nemade jowar,3564,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/22/1978,IND,Madhya Pradesh,Piplanarayanvar; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19767,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 332,,Anghar,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Rajalwadi; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
19768,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 333,,Barra jowar,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/23/1978,IND,Madhya Pradesh,Rajalwadi; Chindwara,22.059999,78.940002,0,Sorghum,bicolor,(L.) Moench,bicolor
5860,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Safed bedra,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5861,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Peela bedra,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-1436,USA,10/11/1978,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5862,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Jhumru khapa,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5863,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Caver,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5864,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Anghar,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5865,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Gurdi sama,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5866,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Lai sama,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5867,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Darrayan sama,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5868,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Barra,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5869,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Mahori sama,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5870,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Jhallan seja,3562,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5871,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Jhallan seja,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5872,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Khurdi seja,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5873,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Moheri mooli bhatia,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5874,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5875,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5876,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5877,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5878,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Mohari jhilmilia,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5879,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Mohari dadoma,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5880,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
5881,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Chindwara,22.07,78.93,675,Sorghum,bicolor,(L.) Moench,bicolor
19741,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 306,,Saoner,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/22/1978,IND,Madhya Pradesh,Jam; Chindwara,22.07,78.93,0,Sorghum,bicolor,(L.) Moench,bicolor
19742,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 307,,Local jabri,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/22/1978,IND,Madhya Pradesh,Jam; Chindwara,22.07,78.93,0,Sorghum,bicolor,(L.) Moench,bicolor
19743,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 308,,Saoner,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/22/1978,IND,Madhya Pradesh,Jam; Chindwara,22.07,78.93,0,Sorghum,bicolor,(L.) Moench,bicolor
19744,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 309,,Saoner,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/22/1978,IND,Madhya Pradesh,Jam; Chindwara,22.07,78.93,0,Sorghum,bicolor,(L.) Moench,bicolor
19747,ICRISATSOSORGHUM,ICRISAT-MISN-045,KEP 312,,Saoner,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,01/28/1979,12/22/1978,IND,Madhya Pradesh,Jam; Chindwara,22.07,78.93,0,Sorghum,bicolor,(L.) Moench,bicolor
5325,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Dhoh gangai subdega,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Orissa,Sundergarh,22.07,84.019997,0,Sorghum,bicolor,(L.) Moench,bicolor
5327,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Gangai tunditala,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Orissa,Sundergarh,22.07,84.019997,0,Sorghum,bicolor,(L.) Moench,bicolor
4382,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Sunkutch barkerakhurd,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Borkhera Khurd; East Nimar (Khandwa),22.08,76.629997,0,Sorghum,bicolor,(L.) Moench,bicolor
4383,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Agia-barkhera khurd,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Borkhera Khurd; East Nimar (Khandwa),22.08,76.629997,0,Sorghum,bicolor,(L.) Moench,bicolor
5339,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Gangai champua,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Orissa,Champua; Kendujhar,22.08,85.660004,0,Sorghum,bicolor,(L.) Moench,bicolor
5340,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Gangai champua,3559,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Orissa,Champua; Kendujhar,22.08,85.660004,0,Sorghum,bicolor,(L.) Moench,bicolor
36117,ICRISATSOSORGHUM,ICRISAT-MISN-178,DS 22,,Bajra,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,12/13/1989,11/29/1989,IND,Madhya Pradesh,Puta; Bilaspur,22.08,82.150002,0,Sorghum,bicolor,(L.) Moench,bicolor
5826,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Bandal,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Seoni,22.09,75.550003,450,Sorghum,bicolor,(L.) Moench,bicolor
5827,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Gurdi aloma,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Seoni,22.09,75.550003,450,Sorghum,bicolor,(L.) Moench,bicolor
5828,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Safed bedra,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Seoni,22.09,75.550003,450,Sorghum,bicolor,(L.) Moench,bicolor
5829,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Bhadeli aloma,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Seoni,22.09,75.550003,450,Sorghum,bicolor,(L.) Moench,bicolor
5830,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Gopalganj,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Seoni,22.09,75.550003,450,Sorghum,bicolor,(L.) Moench,bicolor
5831,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Safed bedra,3569,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Seoni,22.09,75.550003,450,Sorghum,bicolor,(L.) Moench,bicolor
4478,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Mithi bhadwi barwani khurd,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Madhya Pradesh,Barwani,22.110001,77.150002,270,Sorghum,bicolor,(L.) Moench,bicolor
32383,ICRISATSOSORGHUM,ICRISAT-MISN-136,AKG 118,,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,11/27/1986,11/16/1986,IND,Orissa,Kuthira; Sundergarh,22.120001,84.040001,270,Sorghum,bicolor,(L.) Moench,bicolor
32384,ICRISATSOSORGHUM,ICRISAT-MISN-136,AKG 119,,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,11/27/1986,11/16/1986,IND,Orissa,Kuthira; Sundergarh,22.120001,84.040001,270,Sorghum,bicolor,(L.) Moench,bicolor
32388,ICRISATSOSORGHUM,ICRISAT-MISN-136,AKG 127,,Gangai,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,11/27/1986,11/16/1986,IND,Bihar,Jaimdi; Gumla,22.18,85.43,310,Sorghum,bicolor,(L.) Moench,bicolor
32389,ICRISATSOSORGHUM,ICRISAT-MISN-136,AKG 128,,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,11/27/1986,11/16/1986,IND,Bihar,Jaimdi; Gumla,22.18,85.43,310,Sorghum,bicolor,(L.) Moench,bicolor
32390,ICRISATSOSORGHUM,ICRISAT-MISN-136,AKG 129,,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,11/27/1986,11/16/1986,IND,Bihar,Jaimdi; Gumla,22.18,85.43,310,Sorghum,bicolor,(L.) Moench,bicolor
5326,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Kala gangai kumarhaga,3559,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Orissa,Kumarkara,22.200001,84.599998,0,Sorghum,bicolor,(L.) Moench,bicolor
32386,ICRISATSOSORGHUM,ICRISAT-MISN-136,AKG 125,,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,11/27/1986,11/16/1986,IND,Orissa,Jalsira; Sundergarh,22.23,84.809998,240,Sorghum,bicolor,(L.) Moench,bicolor
32385,ICRISATSOSORGHUM,ICRISAT-MISN-136,AKG 123,,Gangai,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,11/27/1986,11/16/1986,IND,Orissa,Rourkela; Sambalpur,22.23,84.809998,240,Sorghum,bicolor,(L.) Moench,bicolor
8333,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Sorghum vulgare,,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4818,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Jumbu gone,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4819,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Jowar kharif,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4820,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Jowar,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4821,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Jowar,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4822,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Dhandola,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4823,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Dhandola,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4824,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Sushkal,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4825,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Gotri,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4826,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Khanpur,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
4827,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Rabi jowar khanpur,3567,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,IND,Gujarat,Baroda; Vadodara,22.299999,73.199997,80,Sorghum,bicolor,(L.) Moench,bicolor
